what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324252774565
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1324252794371
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1324252797669
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.document",1324252804616
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1324252805491
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324252811684
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324252815140
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1324252825047
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1324252829366
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1324252831291
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1324252834003
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1324252834816
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324252840880
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324252851456
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324252970949
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324252978953
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324253029330
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324253045381
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1324253088931
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324253090142
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324253100732
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1324253111276
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324253114840
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324253129551
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1324253183276
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324253184608
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1324253194447
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1324253196392
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1324253198036
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.12,"org.tigris.subversion.clientadapter.javahl",1324253198705
