what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323926926886
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323926935702
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1323926965163
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1323926973359
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1323926974537
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1323926975103
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1323926978167
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323926985148
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323926985571
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.toggle.comment",1323926985611
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323926996750
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.document",1323926997518
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323926998269
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1323927006761
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1323927008174
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.document",1323927008985
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927009951
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927016554
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927083969
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1323927087560
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1323927088261
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927098484
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927118285
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1323927119422
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.document",1323927130690
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927131680
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927141358
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927142790
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927461365
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1323927464206
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927501027
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927502324
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927509937
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1323927512393
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1323927513246
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1323927514763
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927551150
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927552449
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927560145
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927569251
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927570543
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927580690
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927584556
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927586232
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927592325
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927600705
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927602029
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927607334
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927614576
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927615896
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927621034
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927624440
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927625726
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927627845
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1323927628448
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927632142
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927633368
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927639560
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927644608
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927647415
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927648608
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927659643
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927662390
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1323927662433
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927667071
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1323927729271
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1323927736185
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.document",1323927737130
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927737556
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927743685
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.document",1323927744689
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927745133
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927746858
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927752532
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1323927760204
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927761626
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1323927768704
